EVENT,BOUT,WEIGHTCLASS,weight_class,title_type,is_womens,is_tournament
UFC Fight Night: Edwards vs. Muhammad ,Misha Cirkunov vs. Ryan Spann,Light Heavyweight Bout,light_heavyweight,regular,False,False
UFC Fight Night: Edwards vs. Muhammad ,Dan Ige vs. Gavin Tucker,Featherweight Bout,featherweight,regular,False,False
UFC Fight Night: Edwards vs. Muhammad ,Jonathan Martinez vs. Davey Grant,Bantamweight Bout,bantamweight,regular,False,False
UFC Fight Night: Edwards vs. Muhammad ,Manel Kape vs. Matheus Nicolau,Flyweight Bout,flyweight,regular,False,False
UFC Fight Night: Edwards vs. Muhammad ,Eryk Anders vs. Darren Stewart,Middleweight Bout,middleweight,regular,False,False
UFC Fight Night: Edwards vs. Muhammad ,Angela Hill vs. Ashley Yoder,Women's Strawweight Bout,strawweight,regular,True,False
UFC Fight Night: Edwards vs. Muhammad ,Charles Jourdain vs. Marcelo Rojo,Featherweight Bout,featherweight,regular,False,False
UFC Fight Night: Edwards vs. Muhammad ,Rani Yahya vs. Ray Rodriguez,Bantamweight Bout,bantamweight,regular,False,False
UFC Fight Night: Edwards vs. Muhammad ,Nasrat Haqparast vs. Rafa Garcia,Lightweight Bout,lightweight,regular,False,False
UFC Fight Night: Edwards vs. Muhammad ,Cortney Casey vs. JJ Aldrich,Women's Flyweight Bout,flyweight,regular,True,False
UFC Fight Night: Edwards vs. Muhammad ,Gloria de Paula vs. Jinh Yu Frey,Women's Strawweight Bout,strawweight,regular,True,False
UFC Fight Night: Edwards vs. Muhammad ,Matthew Semelsberger vs. Jason Witt,Welterweight Bout,welterweight,regular,False,False
UFC 259: Blachowicz vs. Adesanya ,Jan Blachowicz vs. Israel Adesanya,UFC Light Heavyweight Title Bout,light_heavyweight,title,False,False
UFC 259: Blachowicz vs. Adesanya ,Amanda Nunes vs. Megan Anderson,UFC Women's Featherweight Title Bout,featherweight,title,True,False
UFC 259: Blachowicz vs. Adesanya ,Petr Yan vs. Aljamain Sterling,UFC Bantamweight Title Bout,bantamweight,title,False,False
UFC 259: Blachowicz vs. Adesanya ,Islam Makhachev vs. Drew Dober,Lightweight Bout,lightweight,regular,False,False
UFC 259: Blachowicz vs. Adesanya ,Thiago Santos vs. Aleksandar Rakic,Light Heavyweight Bout,light_heavyweight,regular,False,False
UFC 259: Blachowicz vs. Adesanya ,Dominick Cruz vs. Casey Kenney,Bantamweight Bout,bantamweight,regular,False,False
UFC 259: Blachowicz vs. Adesanya ,Song Yadong vs. Kyler Phillips,Bantamweight Bout,bantamweight,regular,False,False
UFC 259: Blachowicz vs. Adesanya ,Joseph Benavidez vs. Askar Askarov,Flyweight Bout,flyweight,regular,False,False
UFC 259: Blachowicz vs. Adesanya ,Rogerio Bontorin vs. Kai Kara-France,Flyweight Bout,flyweight,regular,False,False
UFC 259: Blachowicz vs. Adesanya ,Tim Elliott vs. Jordan Espinosa,Flyweight Bout,flyweight,regular,False,False
UFC 259: Blachowicz vs. Adesanya ,Kennedy Nzechukwu vs. Carlos Ulberg,Light Heavyweight Bout,light_heavyweight,regular,False,False
UFC 259: Blachowicz vs. Adesanya ,Sean Brady vs. Jake Matthews,Welterweight Bout,welterweight,regular,False,False
UFC 259: Blachowicz vs. Adesanya ,Livinha Souza vs. Amanda Lemos,Women's Strawweight Bout,strawweight,regular,True,False
UFC 259: Blachowicz vs. Adesanya ,Uros Medic vs. Aalon Cruz,Lightweight Bout,lightweight,regular,False,False
UFC 259: Blachowicz vs. Adesanya ,Mario Bautista vs. Trevin Jones,Bantamweight Bout,bantamweight,regular,False,False
UFC Fight Night: Rozenstruik vs. Gane ,Jairzinho Rozenstruik vs. Ciryl Gane,Heavyweight Bout,heavyweight,regular,False,False
UFC Fight Night: Rozenstruik vs. Gane ,Nikita Krylov vs. Magomed Ankalaev,Light Heavyweight Bout,light_heavyweight,regular,False,False
UFC Fight Night: Rozenstruik vs. Gane ,Montana De La Rosa vs. Mayra Bueno Silva,Women's Flyweight Bout,flyweight,regular,True,False
UFC Fight Night: Rozenstruik vs. Gane ,Pedro Munhoz vs. Jimmie Rivera,Bantamweight Bout,bantamweight,regular,False,False
UFC Fight Night: Rozenstruik vs. Gane ,Alex Caceres vs. Kevin Croom,Featherweight Bout,featherweight,regular,False,False
UFC Fight Night: Rozenstruik vs. Gane ,Alexander Hernandez vs. Thiago Moises,Lightweight Bout,lightweight,regular,False,False
UFC Fight Night: Rozenstruik vs. Gane ,Alexis Davis vs. Sabina Mazo,Women's Bantamweight Bout,bantamweight,regular,True,False
UFC Fight Night: Rozenstruik vs. Gane ,Vince Cachero vs. Ronnie Lawrence,Bantamweight Bout,bantamweight,regular,False,False
UFC Fight Night: Rozenstruik vs. Gane ,Dustin Jacoby vs. Maxim Grishin,Light Heavyweight Bout,light_heavyweight,regular,False,False
UFC Fight Night: Blaydes vs. Lewis ,Curtis Blaydes vs. Derrick Lewis,Heavyweight Bout,heavyweight,regular,False,False
UFC Fight Night: Blaydes vs. Lewis ,Ketlen Vieira vs. Yana Santos,Women's Bantamweight Bout,bantamweight,regular,True,False
UFC Fight Night: Blaydes vs. Lewis ,Charles Rosa vs. Darrick Minner,Featherweight Bout,featherweight,regular,False,False
UFC Fight Night: Blaydes vs. Lewis ,Aleksei Oleinik vs. Chris Daukaus,Heavyweight Bout,heavyweight,regular,False,False
UFC Fight Night: Blaydes vs. Lewis ,Phil Hawes vs. Nassourdine Imavov,Middleweight Bout,middleweight,regular,False,False
UFC Fight Night: Blaydes vs. Lewis ,Andrei Arlovski vs. Tom Aspinall,Heavyweight Bout,heavyweight,regular,False,False
UFC Fight Night: Blaydes vs. Lewis ,Jared Gordon vs. Danny Chavez,Featherweight Bout,featherweight,regular,False,False
UFC Fight Night: Blaydes vs. Lewis ,Eddie Wineland vs. John Castaneda,Bantamweight Bout,bantamweight,regular,False,False
UFC Fight Night: Blaydes vs. Lewis ,Nate Landwehr vs. Julian Erosa,Featherweight Bout,featherweight,regular,False,False
UFC Fight Night: Blaydes vs. Lewis ,Shana Dobson vs. Casey O'Neill,Women's Flyweight Bout,flyweight,regular,True,False
UFC Fight Night: Blaydes vs. Lewis ,Aiemann Zahabi vs. Drako Rodriguez,Bantamweight Bout,bantamweight,regular,False,False
UFC Fight Night: Blaydes vs. Lewis ,Serghei Spivac vs. Jared Vanderaa,Heavyweight Bout,heavyweight,regular,False,False
UFC 258: Usman vs. Burns ,Kamaru Usman vs. Gilbert Burns,UFC Welterweight Title Bout,welterweight,title,False,False
UFC 258: Usman vs. Burns ,Maycee Barber vs. Alexa Grasso,Women's Flyweight Bout,flyweight,regular,True,False
UFC 258: Usman vs. Burns ,Kelvin Gastelum vs. Ian Heinisch,Middleweight Bout,middleweight,regular,False,False
UFC 258: Usman vs. Burns ,Ricky Simon vs. Brian Kelleher,Featherweight Bout,featherweight,regular,False,False
UFC 258: Usman vs. Burns ,Maki Pitolo vs. Julian Marquez,Middleweight Bout,middleweight,regular,False,False
UFC 258: Usman vs. Burns ,Rodolfo Vieira vs. Anthony Hernandez,Middleweight Bout,middleweight,regular,False,False
UFC 258: Usman vs. Burns ,Belal Muhammad vs. Dhiego Lima,Welterweight Bout,welterweight,regular,False,False
UFC 258: Usman vs. Burns ,Polyana Viana vs. Mallory Martin,Women's Strawweight Bout,strawweight,regular,True,False
UFC 258: Usman vs. Burns ,Andre Ewell vs. Chris Gutierrez,Catch Weight Bout,catch_weight,regular,False,False
UFC 258: Usman vs. Burns ,Gabe Green vs. Phil Rowe,Welterweight Bout,welterweight,regular,False,False
UFC Fight Night: Overeem vs. Volkov ,Alistair Overeem vs. Alexander Volkov,Heavyweight Bout,heavyweight,regular,False,False
UFC Fight Night: Overeem vs. Volkov ,Cory Sandhagen vs. Frankie Edgar,Bantamweight Bout,bantamweight,regular,False,False
UFC Fight Night: Overeem vs. Volkov ,Michael Johnson vs. Clay Guida,Lightweight Bout,lightweight,regular,False,False
UFC Fight Night: Overeem vs. Volkov ,Alexandre Pantoja vs. Manel Kape,Flyweight Bout,flyweight,regular,False,False
UFC Fight Night: Overeem vs. Volkov ,Diego Ferreira vs. Beneil Dariush,Lightweight Bout,lightweight,regular,False,False
UFC Fight Night: Overeem vs. Volkov ,Mike Rodriguez vs. Danilo Marques,Light Heavyweight Bout,light_heavyweight,regular,False,False
UFC Fight Night: Overeem vs. Volkov ,Devonte Smith vs. Justin Jaynes,Catch Weight Bout,catch_weight,regular,False,False
UFC Fight Night: Overeem vs. Volkov ,Karol Rosa vs. Joselyne Edwards,Women's Bantamweight Bout,bantamweight,regular,True,False
UFC Fight Night: Overeem vs. Volkov ,Molly McCann vs. Lara Procopio,Women's Flyweight Bout,flyweight,regular,True,False
UFC Fight Night: Overeem vs. Volkov ,SeungWoo Choi vs. Youssef Zalal,Featherweight Bout,featherweight,regular,False,False
UFC Fight Night: Overeem vs. Volkov ,Timur Valiev vs. Martin Day,Featherweight Bout,featherweight,regular,False,False
UFC Fight Night: Overeem vs. Volkov ,Ode Osbourne vs. Jerome Rivera,Featherweight Bout,featherweight,regular,False,False
UFC 257: Poirier vs. McGregor ,Dustin Poirier vs. Conor McGregor,Lightweight Bout,lightweight,regular,False,False
UFC 257: Poirier vs. McGregor ,Dan Hooker vs. Michael Chandler,Lightweight Bout,lightweight,regular,False,False
UFC 257: Poirier vs. McGregor ,Jessica Eye vs. Joanne Wood,Women's Flyweight Bout,flyweight,regular,True,False
UFC 257: Poirier vs. McGregor ,Andrew Sanchez vs. Makhmud Muradov,Middleweight Bout,middleweight,regular,False,False
UFC 257: Poirier vs. McGregor ,Marina Rodriguez vs. Amanda Ribas,Women's Strawweight Bout,strawweight,regular,True,False
UFC 257: Poirier vs. McGregor ,Arman Tsarukyan vs. Matt Frevola,Lightweight Bout,lightweight,regular,False,False
UFC 257: Poirier vs. McGregor ,Brad Tavares vs. Antonio Carlos Junior,Middleweight Bout,middleweight,regular,False,False
UFC 257: Poirier vs. McGregor ,Julianna Pena vs. Sara McMann,Women's Bantamweight Bout,bantamweight,regular,True,False
UFC 257: Poirier vs. McGregor ,Khalil Rountree Jr. vs. Marcin Prachnio,Light Heavyweight Bout,light_heavyweight,regular,False,False
UFC 257: Poirier vs. McGregor ,Nik Lentz vs. Movsar Evloev,Catch Weight Bout,catch_weight,regular,False,False
UFC 257: Poirier vs. McGregor ,Amir Albazi vs. Zhalgas Zhumagulov,Flyweight Bout,flyweight,regular,False,False
UFC Fight Night: Chiesa vs. Magny ,Michael Chiesa vs. Neil Magny,Welterweight Bout,welterweight,regular,False,False
UFC Fight Night: Chiesa vs. Magny ,Warlley Alves vs. Mounir Lazzez,Welterweight Bout,welterweight,regular,False,False
UFC Fight Night: Chiesa vs. Magny ,Ike Villanueva vs. Vinicius Moreira,Light Heavyweight Bout,light_heavyweight,regular,False,False
UFC Fight Night: Chiesa vs. Magny ,Roxanne Modafferi vs. Viviane Araujo,Women's Flyweight Bout,flyweight,regular,True,False
UFC Fight Night: Chiesa vs. Magny ,Matt Schnell vs. Tyson Nam,Flyweight Bout,flyweight,regular,False,False
UFC Fight Night: Chiesa vs. Magny ,Lerone Murphy vs. Douglas Silva de Andrade,Featherweight Bout,featherweight,regular,False,False
UFC Fight Night: Chiesa vs. Magny ,Omari Akhmedov vs. Tom Breese,Middleweight Bout,middleweight,regular,False,False
UFC Fight Night: Chiesa vs. Magny ,Ricky Simon vs. Gaetano Pirrello,Bantamweight Bout,bantamweight,regular,False,False
UFC Fight Night: Chiesa vs. Magny ,Sumudaerji vs. Zarrukh Adashev,Flyweight Bout,flyweight,regular,False,False
UFC Fight Night: Chiesa vs. Magny ,Dalcha Lungiambula vs. Markus Perez,Middleweight Bout,middleweight,regular,False,False
UFC Fight Night: Chiesa vs. Magny ,Francisco Figueiredo vs. Jerome Rivera,Flyweight Bout,flyweight,regular,False,False
UFC Fight Night: Chiesa vs. Magny ,Mike Davis vs. Mason Jones,Lightweight Bout,lightweight,regular,False,False
UFC Fight Night: Chiesa vs. Magny ,Umar Nurmagomedov vs. Sergey Morozov,Bantamweight Bout,bantamweight,regular,False,False
UFC Fight Night: Chiesa vs. Magny ,Victoria Leonardo vs. Manon Fiorot,Women's Flyweight Bout,flyweight,regular,True,False
UFC Fight Night: Holloway vs. Kattar ,Max Holloway vs. Calvin Kattar,Featherweight Bout,featherweight,regular,False,False
UFC Fight Night: Holloway vs. Kattar ,Carlos Condit vs. Matt Brown,Welterweight Bout,welterweight,regular,False,False
UFC Fight Night: Holloway vs. Kattar ,Santiago Ponzinibbio vs. Li Jingliang,Welterweight Bout,welterweight,regular,False,False
UFC Fight Night: Holloway vs. Kattar ,Joaquin Buckley vs. Alessio Di Chirico,Middleweight Bout,middleweight,regular,False,False
UFC Fight Night: Holloway vs. Kattar ,Punahele Soriano vs. Dusko Todorovic,Middleweight Bout,middleweight,regular,False,False
UFC Fight Night: Holloway vs. Kattar ,Wu Yanan vs. Joselyne Edwards,Women's Bantamweight Bout,bantamweight,regular,True,False
UFC Fight Night: Holloway vs. Kattar ,Carlos Felipe vs. Justin Tafa,Heavyweight Bout,heavyweight,regular,False,False
UFC Fight Night: Holloway vs. Kattar ,David Zawada vs. Ramazan Emeev,Welterweight Bout,welterweight,regular,False,False
UFC Fight Night: Holloway vs. Kattar ,Sarah Moras vs. Vanessa Melo,Women's Bantamweight Bout,bantamweight,regular,True,False
UFC Fight Night: Holloway vs. Kattar ,Jacob Kilburn vs. Austin Lingo,Featherweight Bout,featherweight,regular,False,False
UFC Fight Night: Thompson vs. Neal ,Stephen Thompson vs. Geoff Neal,Welterweight Bout,welterweight,regular,False,False
UFC Fight Night: Thompson vs. Neal ,Jose Aldo vs. Marlon Vera,Bantamweight Bout,bantamweight,regular,False,False
UFC Fight Night: Thompson vs. Neal ,Michel Pereira vs. Khaos Williams,Welterweight Bout,welterweight,regular,False,False
UFC Fight Night: Thompson vs. Neal ,Marlon Moraes vs. Rob Font,Bantamweight Bout,bantamweight,regular,False,False
UFC Fight Night: Thompson vs. Neal ,Marcin Tybura vs. Greg Hardy,Heavyweight Bout,heavyweight,regular,False,False
UFC Fight Night: Thompson vs. Neal ,Anthony Pettis vs. Alex Morono,Welterweight Bout,welterweight,regular,False,False
UFC Fight Night: Thompson vs. Neal ,Sijara Eubanks vs. Pannie Kianzad,Women's Bantamweight Bout,bantamweight,regular,True,False
UFC Fight Night: Thompson vs. Neal ,Deron Winn vs. Antonio Arroyo,Catch Weight Bout,catch_weight,regular,False,False
UFC Fight Night: Thompson vs. Neal ,Gillian Robertson vs. Taila Santos,Women's Flyweight Bout,flyweight,regular,True,False
UFC Fight Night: Thompson vs. Neal ,Tafon Nchukwi vs. Jamie Pickett,Middleweight Bout,middleweight,regular,False,False
UFC Fight Night: Thompson vs. Neal ,Jimmy Flick vs. Cody Durden,Flyweight Bout,flyweight,regular,False,False
UFC Fight Night: Thompson vs. Neal ,Christos Giagos vs. Carlton Minus,Catch Weight Bout,catch_weight,regular,False,False
UFC 256: Figueiredo vs. Moreno ,Deiveson Figueiredo vs. Brandon Moreno,UFC Flyweight Title Bout,flyweight,title,False,False
UFC 256: Figueiredo vs. Moreno ,Tony Ferguson vs. Charles Oliveira,Lightweight Bout,lightweight,regular,False,False
UFC 256: Figueiredo vs. Moreno ,Mackenzie Dern vs. Virna Jandiroba,Women's Strawweight Bout,strawweight,regular,True,False
UFC 256: Figueiredo vs. Moreno ,Kevin Holland vs. Jacare Souza,Middleweight Bout,middleweight,regular,False,False
UFC 256: Figueiredo vs. Moreno ,Junior Dos Santos vs. Ciryl Gane,Heavyweight Bout,heavyweight,regular,False,False
UFC 256: Figueiredo vs. Moreno ,Cub Swanson vs. Daniel Pineda,Featherweight Bout,featherweight,regular,False,False
UFC 256: Figueiredo vs. Moreno ,Renato Moicano vs. Rafael Fiziev,Lightweight Bout,lightweight,regular,False,False
UFC 256: Figueiredo vs. Moreno ,Gavin Tucker vs. Billy Quarantillo,Featherweight Bout,featherweight,regular,False,False
UFC 256: Figueiredo vs. Moreno ,Tecia Pennington vs. Sam Hughes,Women's Strawweight Bout,strawweight,regular,True,False
UFC 256: Figueiredo vs. Moreno ,Chase Hooper vs. Peter Barrett,Featherweight Bout,featherweight,regular,False,False
UFC Fight Night: Hermansson vs. Vettori ,Jack Hermansson vs. Marvin Vettori,Middleweight Bout,middleweight,regular,False,False
UFC Fight Night: Hermansson vs. Vettori ,Ovince Saint Preux vs. Jamahal Hill,Light Heavyweight Bout,light_heavyweight,regular,False,False
UFC Fight Night: Hermansson vs. Vettori ,Gabriel Benitez vs. Justin Jaynes,Lightweight Bout,lightweight,regular,False,False
UFC Fight Night: Hermansson vs. Vettori ,Roman Dolidze vs. John Allan,Light Heavyweight Bout,light_heavyweight,regular,False,False
UFC Fight Night: Hermansson vs. Vettori ,Matt Wiman vs. Jordan Leavitt,Lightweight Bout,lightweight,regular,False,False
UFC Fight Night: Hermansson vs. Vettori ,Louis Smolka vs. Jose Quinonez,Bantamweight Bout,bantamweight,regular,False,False
UFC Fight Night: Hermansson vs. Vettori ,Ilia Topuria vs. Damon Jackson,Featherweight Bout,featherweight,regular,False,False
UFC Fight Night: Hermansson vs. Vettori ,Gian Villante vs. Jake Collier,Heavyweight Bout,heavyweight,regular,False,False
UFC Fight Night: Smith vs. Clark ,Anthony Smith vs. Devin Clark,Light Heavyweight Bout,light_heavyweight,regular,False,False
UFC Fight Night: Smith vs. Clark ,Miguel Baeza vs. Takashi Sato,Welterweight Bout,welterweight,regular,False,False
UFC Fight Night: Smith vs. Clark ,Josh Parisian vs. Parker Porter,Heavyweight Bout,heavyweight,regular,False,False
UFC Fight Night: Smith vs. Clark ,Spike Carlyle vs. Bill Algeo,Featherweight Bout,featherweight,regular,False,False
UFC Fight Night: Smith vs. Clark ,Ashlee Evans-Smith vs. Norma Dumont,Women's Bantamweight Bout,bantamweight,regular,True,False
UFC Fight Night: Smith vs. Clark ,Jonathan Pearce vs. Kai Kamaka,Featherweight Bout,featherweight,regular,False,False
UFC Fight Night: Smith vs. Clark ,Martin Day vs. Anderson Dos Santos,Bantamweight Bout,bantamweight,regular,False,False
UFC Fight Night: Smith vs. Clark ,Gina Mazany vs. Rachael Ostovich,Women's Flyweight Bout,flyweight,regular,True,False
UFC Fight Night: Smith vs. Clark ,Sumudaerji vs. Malcolm Gordon,Flyweight Bout,flyweight,regular,False,False
UFC Fight Night: Smith vs. Clark ,Luke Sanders vs. Nate Maness,Catch Weight Bout,catch_weight,regular,False,False
UFC 255: Figueiredo vs. Perez ,Deiveson Figueiredo vs. Alex Perez,UFC Flyweight Title Bout,flyweight,title,False,False
UFC 255: Figueiredo vs. Perez ,Valentina Shevchenko vs. Jennifer Maia,UFC Women's Flyweight Title Bout,flyweight,title,True,False
UFC 255: Figueiredo vs. Perez ,Mike Perry vs. Tim Means,Welterweight Bout,welterweight,regular,False,False
UFC 255: Figueiredo vs. Perez ,Katlyn Cerminara vs. Cynthia Calvillo,Women's Flyweight Bout,flyweight,regular,True,False
UFC 255: Figueiredo vs. Perez ,Mauricio Rua vs. Paul Craig,Light Heavyweight Bout,light_heavyweight,regular,False,False
UFC 255: Figueiredo vs. Perez ,Brandon Moreno vs. Brandon Royval,Flyweight Bout,flyweight,regular,False,False
UFC 255: Figueiredo vs. Perez ,Joaquin Buckley vs. Jordan Wright,Middleweight Bout,middleweight,regular,False,False
UFC 255: Figueiredo vs. Perez ,Antonina Shevchenko vs. Ariane da Silva,Women's Flyweight Bout,flyweight,regular,True,False
UFC 255: Figueiredo vs. Perez ,Daniel Rodriguez vs. Nicolas Dalby,Welterweight Bout,welterweight,regular,False,False
UFC 255: Figueiredo vs. Perez ,Alan Jouban vs. Jared Gooden,Welterweight Bout,welterweight,regular,False,False
UFC 255: Figueiredo vs. Perez ,Kyle Daukaus vs. Dustin Stoltzfus,Middleweight Bout,middleweight,regular,False,False
UFC 255: Figueiredo vs. Perez ,Louis Cosce vs. Sasha Palatnikov,Welterweight Bout,welterweight,regular,False,False
UFC Fight Night: Felder vs. Dos Anjos ,Paul Felder vs. Rafael Dos Anjos,Lightweight Bout,lightweight,regular,False,False
UFC Fight Night: Felder vs. Dos Anjos ,Abdul Razak Alhassan vs. Khaos Williams,Welterweight Bout,welterweight,regular,False,False
